Package,Version,URL,Status,Bloom Log,Build Log,Deb File,Installed Files
gennodejs,2.0.1-8-g19d224c-2026.09.05.06.16,https://github.com/RethinkRobotics-opensource/gennodejs/tree/kinetic-devel,success,gennodejs_2.0.1-8-g19d224c-2026.09.05.06.16-bloom_generate.log,ros-one-gennodejs_2.0.1-8-g19d224c-2026.09.05.06.16_amd64-2026-09-05T06:17:00Z.build,ros-one-gennodejs_2.0.1-8-g19d224c-2026.09.05.06.16_amd64.deb,ros-one-gennodejs_2.0.1-8-g19d224c-2026.09.05.06.16_amd64.files
eigenpy,3.13.0-36-gfdba511-2026.09.05.06.14,https://github.com/stack-of-tasks/eigenpy/tree/devel,success,eigenpy_3.13.0-36-gfdba511-2026.09.05.06.14-bloom_generate.log,ros-one-eigenpy_3.13.0-36-gfdba511-2026.09.05.06.14_amd64-2026-09-05T06:14:08Z.build,ros-one-eigenpy_3.13.0-36-gfdba511-2026.09.05.06.14_amd64.deb,ros-one-eigenpy_3.13.0-36-gfdba511-2026.09.05.06.14_amd64.files
coal,3.0.4-553-ge11df93d-2026.09.05.06.35,https://github.com/coal-library/coal/tree/devel,failed-sbuild,coal_3.0.4-553-ge11df93d-2026.09.05.06.35-bloom_generate.log,ros-one-coal_3.0.4-553-ge11df93d-2026.09.05.06.35_amd64-2026-09-05T06:36:00Z.build,,
message_runtime,0.4.13-2026.09.05.06.36,https://github.com/ros/message_runtime/tree/kinetic-devel,success,message_runtime_0.4.13-2026.09.05.06.36-bloom_generate.log,ros-one-message-runtime_0.4.13-2026.09.05.06.36_amd64-2026-09-05T06:36:22Z.build,ros-one-message-runtime_0.4.13-2026.09.05.06.36_amd64.deb,ros-one-message-runtime_0.4.13-2026.09.05.06.36_amd64.files
message_generation,0.4.1-2026.09.05.06.35,https://github.com/ros/message_generation/tree/kinetic-devel,success,message_generation_0.4.1-2026.09.05.06.35-bloom_generate.log,ros-one-message-generation_0.4.1-2026.09.05.06.35_amd64-2026-09-05T06:35:55Z.build,ros-one-message-generation_0.4.1-2026.09.05.06.35_amd64.deb,ros-one-message-generation_0.4.1-2026.09.05.06.35_amd64.files
genmypy,0.3.2-1-g931ff39-2026.09.05.06.35,https://github.com/rospypi/genmypy/tree/master,success,genmypy_0.3.2-1-g931ff39-2026.09.05.06.35-bloom_generate.log,ros-one-genmypy_0.3.2-1-g931ff39-2026.09.05.06.35_amd64-2026-09-05T06:35:47Z.build,ros-one-genmypy_0.3.2-1-g931ff39-2026.09.05.06.35_amd64.deb,ros-one-genmypy_0.3.2-1-g931ff39-2026.09.05.06.35_amd64.files
mk,1.15.10-1-g99fd9bb7-2026.09.05.06.40,https://github.com/ros/ros/tree/noetic-devel,success,mk_1.15.10-1-g99fd9bb7-2026.09.05.06.40-bloom_generate.log,ros-one-mk_1.15.10-1-g99fd9bb7-2026.09.05.06.40_amd64-2026-09-05T06:40:25Z.build,ros-one-mk_1.15.10-1-g99fd9bb7-2026.09.05.06.40_amd64.deb,ros-one-mk_1.15.10-1-g99fd9bb7-2026.09.05.06.40_amd64.files
ros,1.15.10-1-g99fd9bb7-2026.09.05.06.41,https://github.com/ros/ros/tree/noetic-devel,success,ros_1.15.10-1-g99fd9bb7-2026.09.05.06.41-bloom_generate.log,ros-one-ros_1.15.10-1-g99fd9bb7-2026.09.05.06.41_amd64-2026-09-05T06:41:30Z.build,ros-one-ros_1.15.10-1-g99fd9bb7-2026.09.05.06.41_amd64.deb,ros-one-ros_1.15.10-1-g99fd9bb7-2026.09.05.06.41_amd64.files
rosbash,1.15.10-1-g99fd9bb7-2026.09.05.06.42,https://github.com/ros/ros/tree/noetic-devel,success,rosbash_1.15.10-1-g99fd9bb7-2026.09.05.06.42-bloom_generate.log,ros-one-rosbash_1.15.10-1-g99fd9bb7-2026.09.05.06.42_amd64-2026-09-05T06:42:36Z.build,ros-one-rosbash_1.15.10-1-g99fd9bb7-2026.09.05.06.42_amd64.deb,ros-one-rosbash_1.15.10-1-g99fd9bb7-2026.09.05.06.42_amd64.files
rosboost_cfg,1.15.10-1-g99fd9bb7-2026.09.05.06.43,https://github.com/ros/ros/tree/noetic-devel,success,rosboost_cfg_1.15.10-1-g99fd9bb7-2026.09.05.06.43-bloom_generate.log,ros-one-rosboost-cfg_1.15.10-1-g99fd9bb7-2026.09.05.06.43_amd64-2026-09-05T06:43:43Z.build,ros-one-rosboost-cfg_1.15.10-1-g99fd9bb7-2026.09.05.06.43_amd64.deb,ros-one-rosboost-cfg_1.15.10-1-g99fd9bb7-2026.09.05.06.43_amd64.files
rosbuild,1.15.10-1-g99fd9bb7-2026.09.05.06.44,https://github.com/ros/ros/tree/noetic-devel,success,rosbuild_1.15.10-1-g99fd9bb7-2026.09.05.06.44-bloom_generate.log,ros-one-rosbuild_1.15.10-1-g99fd9bb7-2026.09.05.06.44_amd64-2026-09-05T06:44:49Z.build,ros-one-rosbuild_1.15.10-1-g99fd9bb7-2026.09.05.06.44_amd64.deb,ros-one-rosbuild_1.15.10-1-g99fd9bb7-2026.09.05.06.44_amd64.files
rosclean,1.15.10-1-g99fd9bb7-2026.09.05.06.45,https://github.com/ros/ros/tree/noetic-devel,success,rosclean_1.15.10-1-g99fd9bb7-2026.09.05.06.45-bloom_generate.log,ros-one-rosclean_1.15.10-1-g99fd9bb7-2026.09.05.06.45_amd64-2026-09-05T06:45:55Z.build,ros-one-rosclean_1.15.10-1-g99fd9bb7-2026.09.05.06.45_amd64.deb,ros-one-rosclean_1.15.10-1-g99fd9bb7-2026.09.05.06.45_amd64.files
roscreate,1.15.10-1-g99fd9bb7-2026.09.05.06.47,https://github.com/ros/ros/tree/noetic-devel,success,roscreate_1.15.10-1-g99fd9bb7-2026.09.05.06.47-bloom_generate.log,ros-one-roscreate_1.15.10-1-g99fd9bb7-2026.09.05.06.47_amd64-2026-09-05T06:47:03Z.build,ros-one-roscreate_1.15.10-1-g99fd9bb7-2026.09.05.06.47_amd64.deb,ros-one-roscreate_1.15.10-1-g99fd9bb7-2026.09.05.06.47_amd64.files
roslang,1.15.10-1-g99fd9bb7-2026.09.05.06.48,https://github.com/ros/ros/tree/noetic-devel,success,roslang_1.15.10-1-g99fd9bb7-2026.09.05.06.48-bloom_generate.log,ros-one-roslang_1.15.10-1-g99fd9bb7-2026.09.05.06.48_amd64-2026-09-05T06:48:11Z.build,ros-one-roslang_1.15.10-1-g99fd9bb7-2026.09.05.06.48_amd64.deb,ros-one-roslang_1.15.10-1-g99fd9bb7-2026.09.05.06.48_amd64.files
rosmake,1.15.10-1-g99fd9bb7-2026.09.05.06.49,https://github.com/ros/ros/tree/noetic-devel,success,rosmake_1.15.10-1-g99fd9bb7-2026.09.05.06.49-bloom_generate.log,ros-one-rosmake_1.15.10-1-g99fd9bb7-2026.09.05.06.49_amd64-2026-09-05T06:49:18Z.build,ros-one-rosmake_1.15.10-1-g99fd9bb7-2026.09.05.06.49_amd64.deb,ros-one-rosmake_1.15.10-1-g99fd9bb7-2026.09.05.06.49_amd64.files
roslib,1.15.10-1-g99fd9bb7-2026.09.05.06.50,https://github.com/ros/ros/tree/noetic-devel,success,roslib_1.15.10-1-g99fd9bb7-2026.09.05.06.50-bloom_generate.log,ros-one-roslib_1.15.10-1-g99fd9bb7-2026.09.05.06.50_amd64-2026-09-05T06:50:27Z.build,ros-one-roslib_1.15.10-1-g99fd9bb7-2026.09.05.06.50_amd64.deb,ros-one-roslib_1.15.10-1-g99fd9bb7-2026.09.05.06.50_amd64.files
rosunit,1.15.10-1-g99fd9bb7-2026.09.05.06.51,https://github.com/ros/ros/tree/noetic-devel,success,rosunit_1.15.10-1-g99fd9bb7-2026.09.05.06.51-bloom_generate.log,ros-one-rosunit_1.15.10-1-g99fd9bb7-2026.09.05.06.51_amd64-2026-09-05T06:51:48Z.build,ros-one-rosunit_1.15.10-1-g99fd9bb7-2026.09.05.06.51_amd64.deb,ros-one-rosunit_1.15.10-1-g99fd9bb7-2026.09.05.06.51_amd64.files
std_msgs,0.5.13-1-gf3554d4-2026.09.05.06.40,https://github.com/ros/std_msgs/tree/kinetic-devel,success,std_msgs_0.5.13-1-gf3554d4-2026.09.05.06.40-bloom_generate.log,ros-one-std-msgs_0.5.13-1-gf3554d4-2026.09.05.06.40_amd64-2026-09-05T06:40:28Z.build,ros-one-std-msgs_0.5.13-1-gf3554d4-2026.09.05.06.40_amd64.deb,ros-one-std-msgs_0.5.13-1-gf3554d4-2026.09.05.06.40_amd64.files
pinocchio,4.1.0-259-ge77924449-2026.09.05.06.40,https://github.com/stack-of-tasks/pinocchio/tree/devel,failed-sbuild,pinocchio_4.1.0-259-ge77924449-2026.09.05.06.40-bloom_generate.log,ros-one-pinocchio_4.1.0-259-ge77924449-2026.09.05.06.40_amd64-2026-09-05T06:40:36Z.build,,
rosgraph_msgs,1.11.3-1-gf51a0429-2026.09.05.06.55,https://github.com/ros/ros_comm_msgs/tree/kinetic-devel,success,rosgraph_msgs_1.11.3-1-gf51a0429-2026.09.05.06.55-bloom_generate.log,ros-one-rosgraph-msgs_1.11.3-1-gf51a0429-2026.09.05.06.55_amd64-2026-09-05T06:55:11Z.build,ros-one-rosgraph-msgs_1.11.3-1-gf51a0429-2026.09.05.06.55_amd64.deb,ros-one-rosgraph-msgs_1.11.3-1-gf51a0429-2026.09.05.06.55_amd64.files
std_srvs,1.11.3-1-gf51a0429-2026.09.05.06.56,https://github.com/ros/ros_comm_msgs/tree/kinetic-devel,success,std_srvs_1.11.3-1-gf51a0429-2026.09.05.06.56-bloom_generate.log,ros-one-std-srvs_1.11.3-1-gf51a0429-2026.09.05.06.56_amd64-2026-09-05T06:56:17Z.build,ros-one-std-srvs_1.11.3-1-gf51a0429-2026.09.05.06.56_amd64.deb,ros-one-std-srvs_1.11.3-1-gf51a0429-2026.09.05.06.56_amd64.files
euslisp,9.29.0-2-2026.09.05.06.54,https://github.com/tork-a/euslisp-release/tree/release/noetic/euslisp,success,euslisp_9.29.0-2-2026.09.05.06.54-bloom_generate.log,ros-one-euslisp_9.29.0-2-2026.09.05.06.54_amd64-2026-09-05T06:55:03Z.build,ros-one-euslisp_9.29.0-2-2026.09.05.06.54_amd64.deb,ros-one-euslisp_9.29.0-2-2026.09.05.06.54_amd64.files
plotjuggler_msgs,0.2.1-2026.09.05.06.57,https://github.com/facontidavide/plotjuggler_msgs/tree/HEAD,success,plotjuggler_msgs_0.2.1-2026.09.05.06.57-bloom_generate.log,ros-one-plotjuggler-msgs_0.2.1-2026.09.05.06.57_amd64-2026-09-05T06:57:47Z.build,ros-one-plotjuggler-msgs_0.2.1-2026.09.05.06.57_amd64.deb,ros-one-plotjuggler-msgs_0.2.1-2026.09.05.06.57_amd64.files
four_wheel_steering_msgs,1.1.1-2026.09.05.06.55,https://github.com/ros-drivers/four_wheel_steering_msgs/tree/master,success,four_wheel_steering_msgs_1.1.1-2026.09.05.06.55-bloom_generate.log,ros-one-four-wheel-steering-msgs_1.1.1-2026.09.05.06.55_amd64-2026-09-05T06:55:45Z.build,ros-one-four-wheel-steering-msgs_1.1.1-2026.09.05.06.55_amd64.deb,ros-one-four-wheel-steering-msgs_1.1.1-2026.09.05.06.55_amd64.files
python_qt_binding,0.4.4-13-gacea937-2026.09.05.06.57,https://github.com/ros-o/python_qt_binding/tree/obese-devel,success,python_qt_binding_0.4.4-13-gacea937-2026.09.05.06.57-bloom_generate.log,ros-one-python-qt-binding_0.4.4-13-gacea937-2026.09.05.06.57_amd64-2026-09-05T06:57:07Z.build,ros-one-python-qt-binding_0.4.4-13-gacea937-2026.09.05.06.57_amd64.deb,ros-one-python-qt-binding_0.4.4-13-gacea937-2026.09.05.06.57_amd64.files
behaviortree_cpp,4.6.2-39-g3a00bc30-2026.09.05.06.54,https://github.com/BehaviorTree/BehaviorTree.CPP/tree/HEAD,success,behaviortree_cpp_4.6.2-39-g3a00bc30-2026.09.05.06.54-bloom_generate.log,ros-one-behaviortree-cpp_4.6.2-39-g3a00bc30-2026.09.05.06.54_amd64-2026-09-05T06:54:46Z.build,ros-one-behaviortree-cpp_4.6.2-39-g3a00bc30-2026.09.05.06.54_amd64.deb,ros-one-behaviortree-cpp_4.6.2-39-g3a00bc30-2026.09.05.06.54_amd64.files
libfranka,0-2026.09.05.06.59,https://github.com/ros-o/libfranka/tree/obese-devel,failed-sbuild,libfranka_0-2026.09.05.06.59-bloom_generate.log,ros-one-libfranka_0-2026.09.05.06.59_amd64-2026-09-05T06:59:47Z.build,,
angles,1.9.13-2-g2392b18-2026.09.05.06.54,https://github.com/ros/angles/tree/master,success,angles_1.9.13-2-g2392b18-2026.09.05.06.54-bloom_generate.log,ros-one-angles_1.9.13-2-g2392b18-2026.09.05.06.54_amd64-2026-09-05T06:54:54Z.build,ros-one-angles_1.9.13-2-g2392b18-2026.09.05.06.54_amd64.deb,ros-one-angles_1.9.13-2-g2392b18-2026.09.05.06.54_amd64.files
rosconsole,1.14.3-6-g08c1475e-2026.09.05.06.55,https://github.com/ros-o/rosconsole/tree/obese-devel,success,rosconsole_1.14.3-6-g08c1475e-2026.09.05.06.55-bloom_generate.log,ros-one-rosconsole_1.14.3-6-g08c1475e-2026.09.05.06.55_amd64-2026-09-05T06:55:47Z.build,ros-one-rosconsole_1.14.3-6-g08c1475e-2026.09.05.06.55_amd64.deb,ros-one-rosconsole_1.14.3-6-g08c1475e-2026.09.05.06.55_amd64.files
turtlebot3_msgs,1.0.1-11-g76e78b0-2026.09.05.06.54,https://github.com/ROBOTIS-GIT/turtlebot3_msgs/tree/noetic,success,turtlebot3_msgs_1.0.1-11-g76e78b0-2026.09.05.06.54-bloom_generate.log,ros-one-turtlebot3-msgs_1.0.1-11-g76e78b0-2026.09.05.06.54_amd64-2026-09-05T06:54:46Z.build,ros-one-turtlebot3-msgs_1.0.1-11-g76e78b0-2026.09.05.06.54_amd64.deb,ros-one-turtlebot3-msgs_1.0.1-11-g76e78b0-2026.09.05.06.54_amd64.files
jskeus,1.2.5-1-2026.09.05.07.03,https://github.com/tork-a/jskeus-release/tree/release/noetic/jskeus,success,jskeus_1.2.5-1-2026.09.05.07.03-bloom_generate.log,ros-one-jskeus_1.2.5-1-2026.09.05.07.03_amd64-2026-09-05T07:03:25Z.build,ros-one-jskeus_1.2.5-1-2026.09.05.07.03_amd64.deb,ros-one-jskeus_1.2.5-1-2026.09.05.07.03_amd64.files
pluginlib,1.13.0-2-g51a2cb0-2026.09.05.07.03,https://github.com/ros-o/pluginlib/tree/obese-devel,success,pluginlib_1.13.0-2-g51a2cb0-2026.09.05.07.03-bloom_generate.log,ros-one-pluginlib_1.13.0-2-g51a2cb0-2026.09.05.07.03_amd64-2026-09-05T07:03:06Z.build,ros-one-pluginlib_1.13.0-2-g51a2cb0-2026.09.05.07.03_amd64.deb,ros-one-pluginlib_1.13.0-2-g51a2cb0-2026.09.05.07.03_amd64.files
roslisp,1.9.25-2026.09.05.07.03,https://github.com/ros/roslisp/tree/master,success,roslisp_1.9.25-2026.09.05.07.03-bloom_generate.log,ros-one-roslisp_1.9.25-2026.09.05.07.03_amd64-2026-09-05T07:03:03Z.build,ros-one-roslisp_1.9.25-2026.09.05.07.03_amd64.deb,ros-one-roslisp_1.9.25-2026.09.05.07.03_amd64.files
rosconsole_bridge,0.5.4-1-g38b0830-2026.09.05.07.03,https://github.com/ros/rosconsole_bridge/tree/kinetic-devel,success,rosconsole_bridge_0.5.4-1-g38b0830-2026.09.05.07.03-bloom_generate.log,ros-one-rosconsole-bridge_0.5.4-1-g38b0830-2026.09.05.07.03_amd64-2026-09-05T07:03:43Z.build,ros-one-rosconsole-bridge_0.5.4-1-g38b0830-2026.09.05.07.03_amd64.deb,ros-one-rosconsole-bridge_0.5.4-1-g38b0830-2026.09.05.07.03_amd64.files
resource_retriever,1.12.7-5-g40d08d6-2026.09.05.07.03,https://github.com/ros-o/resource_retriever/tree/obese-devel,success,resource_retriever_1.12.7-5-g40d08d6-2026.09.05.07.03-bloom_generate.log,ros-one-resource-retriever_1.12.7-5-g40d08d6-2026.09.05.07.03_amd64-2026-09-05T07:03:10Z.build,ros-one-resource-retriever_1.12.7-5-g40d08d6-2026.09.05.07.03_amd64.deb,ros-one-resource-retriever_1.12.7-5-g40d08d6-2026.09.05.07.03_amd64.files
actionlib_msgs,1.13.2-1-g092bc23-2026.09.05.07.08,https://github.com/ros/common_msgs/tree/noetic-devel,success,actionlib_msgs_1.13.2-1-g092bc23-2026.09.05.07.08-bloom_generate.log,ros-one-actionlib-msgs_1.13.2-1-g092bc23-2026.09.05.07.08_amd64-2026-09-05T07:08:07Z.build,ros-one-actionlib-msgs_1.13.2-1-g092bc23-2026.09.05.07.08_amd64.deb,ros-one-actionlib-msgs_1.13.2-1-g092bc23-2026.09.05.07.08_amd64.files
common_msgs,1.13.2-1-g092bc23-2026.09.05.07.09,https://github.com/ros/common_msgs/tree/noetic-devel,success,common_msgs_1.13.2-1-g092bc23-2026.09.05.07.09-bloom_generate.log,ros-one-common-msgs_1.13.2-1-g092bc23-2026.09.05.07.09_amd64-2026-09-05T07:09:28Z.build,ros-one-common-msgs_1.13.2-1-g092bc23-2026.09.05.07.09_amd64.deb,ros-one-common-msgs_1.13.2-1-g092bc23-2026.09.05.07.09_amd64.files
diagnostic_msgs,1.13.2-1-g092bc23-2026.09.05.07.10,https://github.com/ros/common_msgs/tree/noetic-devel,success,diagnostic_msgs_1.13.2-1-g092bc23-2026.09.05.07.10-bloom_generate.log,ros-one-diagnostic-msgs_1.13.2-1-g092bc23-2026.09.05.07.10_amd64-2026-09-05T07:10:42Z.build,ros-one-diagnostic-msgs_1.13.2-1-g092bc23-2026.09.05.07.10_amd64.deb,ros-one-diagnostic-msgs_1.13.2-1-g092bc23-2026.09.05.07.10_amd64.files
geometry_msgs,1.13.2-1-g092bc23-2026.09.05.07.12,https://github.com/ros/common_msgs/tree/noetic-devel,success,geometry_msgs_1.13.2-1-g092bc23-2026.09.05.07.12-bloom_generate.log,ros-one-geometry-msgs_1.13.2-1-g092bc23-2026.09.05.07.12_amd64-2026-09-05T07:12:02Z.build,ros-one-geometry-msgs_1.13.2-1-g092bc23-2026.09.05.07.12_amd64.deb,ros-one-geometry-msgs_1.13.2-1-g092bc23-2026.09.05.07.12_amd64.files
nav_msgs,1.13.2-1-g092bc23-2026.09.05.07.13,https://github.com/ros/common_msgs/tree/noetic-devel,success,nav_msgs_1.13.2-1-g092bc23-2026.09.05.07.13-bloom_generate.log,ros-one-nav-msgs_1.13.2-1-g092bc23-2026.09.05.07.13_amd64-2026-09-05T07:13:29Z.build,ros-one-nav-msgs_1.13.2-1-g092bc23-2026.09.05.07.13_amd64.deb,ros-one-nav-msgs_1.13.2-1-g092bc23-2026.09.05.07.13_amd64.files
ros_comm,1.17.0-39-gf8560543d-2026.09.05.07.14,https://github.com/ros-o/ros_comm/tree/obese-devel,success,ros_comm_1.17.0-39-gf8560543d-2026.09.05.07.14-bloom_generate.log,ros-one-ros-comm_1.17.0-39-gf8560543d-2026.09.05.07.14_amd64-2026-09-05T07:14:53Z.build,ros-one-ros-comm_1.17.0-39-gf8560543d-2026.09.05.07.14_amd64.deb,ros-one-ros-comm_1.17.0-39-gf8560543d-2026.09.05.07.14_amd64.files
rosgraph,1.17.0-39-gf8560543d-2026.09.05.07.16,https://github.com/ros-o/ros_comm/tree/obese-devel,success,rosgraph_1.17.0-39-gf8560543d-2026.09.05.07.16-bloom_generate.log,ros-one-rosgraph_1.17.0-39-gf8560543d-2026.09.05.07.16_amd64-2026-09-05T07:16:07Z.build,ros-one-rosgraph_1.17.0-39-gf8560543d-2026.09.05.07.16_amd64.deb,ros-one-rosgraph_1.17.0-39-gf8560543d-2026.09.05.07.16_amd64.files
roslaunch,1.17.0-39-gf8560543d-2026.09.05.07.17,https://github.com/ros-o/ros_comm/tree/obese-devel,success,roslaunch_1.17.0-39-gf8560543d-2026.09.05.07.17-bloom_generate.log,ros-one-roslaunch_1.17.0-39-gf8560543d-2026.09.05.07.17_amd64-2026-09-05T07:17:25Z.build,ros-one-roslaunch_1.17.0-39-gf8560543d-2026.09.05.07.17_amd64.deb,ros-one-roslaunch_1.17.0-39-gf8560543d-2026.09.05.07.17_amd64.files
roslz4,1.17.0-39-gf8560543d-2026.09.05.07.18,https://github.com/ros-o/ros_comm/tree/obese-devel,success,roslz4_1.17.0-39-gf8560543d-2026.09.05.07.18-bloom_generate.log,ros-one-roslz4_1.17.0-39-gf8560543d-2026.09.05.07.18_amd64-2026-09-05T07:18:43Z.build,ros-one-roslz4_1.17.0-39-gf8560543d-2026.09.05.07.18_amd64.deb,ros-one-roslz4_1.17.0-39-gf8560543d-2026.09.05.07.18_amd64.files
rosmaster,1.17.0-39-gf8560543d-2026.09.05.07.20,https://github.com/ros-o/ros_comm/tree/obese-devel,success,rosmaster_1.17.0-39-gf8560543d-2026.09.05.07.20-bloom_generate.log,ros-one-rosmaster_1.17.0-39-gf8560543d-2026.09.05.07.20_amd64-2026-09-05T07:20:06Z.build,ros-one-rosmaster_1.17.0-39-gf8560543d-2026.09.05.07.20_amd64.deb,ros-one-rosmaster_1.17.0-39-gf8560543d-2026.09.05.07.20_amd64.files
rosparam,1.17.0-39-gf8560543d-2026.09.05.07.21,https://github.com/ros-o/ros_comm/tree/obese-devel,success,rosparam_1.17.0-39-gf8560543d-2026.09.05.07.21-bloom_generate.log,ros-one-rosparam_1.17.0-39-gf8560543d-2026.09.05.07.21_amd64-2026-09-05T07:21:23Z.build,ros-one-rosparam_1.17.0-39-gf8560543d-2026.09.05.07.21_amd64.deb,ros-one-rosparam_1.17.0-39-gf8560543d-2026.09.05.07.21_amd64.files
rospy,1.17.0-39-gf8560543d-2026.09.05.07.22,https://github.com/ros-o/ros_comm/tree/obese-devel,success,rospy_1.17.0-39-gf8560543d-2026.09.05.07.22-bloom_generate.log,ros-one-rospy_1.17.0-39-gf8560543d-2026.09.05.07.22_amd64-2026-09-05T07:22:41Z.build,ros-one-rospy_1.17.0-39-gf8560543d-2026.09.05.07.22_amd64.deb,ros-one-rospy_1.17.0-39-gf8560543d-2026.09.05.07.22_amd64.files
rosservice,1.17.0-39-gf8560543d-2026.09.05.07.23,https://github.com/ros-o/ros_comm/tree/obese-devel,success,rosservice_1.17.0-39-gf8560543d-2026.09.05.07.23-bloom_generate.log,ros-one-rosservice_1.17.0-39-gf8560543d-2026.09.05.07.23_amd64-2026-09-05T07:23:59Z.build,ros-one-rosservice_1.17.0-39-gf8560543d-2026.09.05.07.23_amd64.deb,ros-one-rosservice_1.17.0-39-gf8560543d-2026.09.05.07.23_amd64.files
rostest,1.17.0-39-gf8560543d-2026.09.05.07.25,https://github.com/ros-o/ros_comm/tree/obese-devel,success,rostest_1.17.0-39-gf8560543d-2026.09.05.07.25-bloom_generate.log,ros-one-rostest_1.17.0-39-gf8560543d-2026.09.05.07.25_amd64-2026-09-05T07:25:18Z.build,ros-one-rostest_1.17.0-39-gf8560543d-2026.09.05.07.25_amd64.deb,ros-one-rostest_1.17.0-39-gf8560543d-2026.09.05.07.25_amd64.files
shape_msgs,1.13.2-1-g092bc23-2026.09.05.07.26,https://github.com/ros/common_msgs/tree/noetic-devel,success,shape_msgs_1.13.2-1-g092bc23-2026.09.05.07.26-bloom_generate.log,ros-one-shape-msgs_1.13.2-1-g092bc23-2026.09.05.07.26_amd64-2026-09-05T07:26:42Z.build,ros-one-shape-msgs_1.13.2-1-g092bc23-2026.09.05.07.26_amd64.deb,ros-one-shape-msgs_1.13.2-1-g092bc23-2026.09.05.07.26_amd64.files
test_roslib_comm,1.17.0-39-gf8560543d-2026.09.05.07.28,https://github.com/ros-o/ros_comm/tree/obese-devel,success,test_roslib_comm_1.17.0-39-gf8560543d-2026.09.05.07.28-bloom_generate.log,ros-one-test-roslib-comm_1.17.0-39-gf8560543d-2026.09.05.07.28_amd64-2026-09-05T07:28:06Z.build,ros-one-test-roslib-comm_1.17.0-39-gf8560543d-2026.09.05.07.28_amd64.deb,ros-one-test-roslib-comm_1.17.0-39-gf8560543d-2026.09.05.07.28_amd64.files
trajectory_msgs,1.13.2-1-g092bc23-2026.09.05.07.29,https://github.com/ros/common_msgs/tree/noetic-devel,success,trajectory_msgs_1.13.2-1-g092bc23-2026.09.05.07.29-bloom_generate.log,ros-one-trajectory-msgs_1.13.2-1-g092bc23-2026.09.05.07.29_amd64-2026-09-05T07:29:28Z.build,ros-one-trajectory-msgs_1.13.2-1-g092bc23-2026.09.05.07.29_amd64.deb,ros-one-trajectory-msgs_1.13.2-1-g092bc23-2026.09.05.07.29_amd64.files
visualization_msgs,1.13.2-1-g092bc23-2026.09.05.07.30,https://github.com/ros/common_msgs/tree/noetic-devel,success,visualization_msgs_1.13.2-1-g092bc23-2026.09.05.07.30-bloom_generate.log,ros-one-visualization-msgs_1.13.2-1-g092bc23-2026.09.05.07.30_amd64-2026-09-05T07:30:53Z.build,ros-one-visualization-msgs_1.13.2-1-g092bc23-2026.09.05.07.30_amd64.deb,ros-one-visualization-msgs_1.13.2-1-g092bc23-2026.09.05.07.30_amd64.files
xmlrpcpp,1.17.0-39-gf8560543d-2026.09.05.07.32,https://github.com/ros-o/ros_comm/tree/obese-devel,success,xmlrpcpp_1.17.0-39-gf8560543d-2026.09.05.07.32-bloom_generate.log,ros-one-xmlrpcpp_1.17.0-39-gf8560543d-2026.09.05.07.32_amd64-2026-09-05T07:32:22Z.build,ros-one-xmlrpcpp_1.17.0-39-gf8560543d-2026.09.05.07.32_amd64.deb,ros-one-xmlrpcpp_1.17.0-39-gf8560543d-2026.09.05.07.32_amd64.files
roscpp,1.17.0-39-gf8560543d-2026.09.05.07.33,https://github.com/ros-o/ros_comm/tree/obese-devel,success,roscpp_1.17.0-39-gf8560543d-2026.09.05.07.33-bloom_generate.log,ros-one-roscpp_1.17.0-39-gf8560543d-2026.09.05.07.33_amd64-2026-09-05T07:33:50Z.build,ros-one-roscpp_1.17.0-39-gf8560543d-2026.09.05.07.33_amd64.deb,ros-one-roscpp_1.17.0-39-gf8560543d-2026.09.05.07.33_amd64.files
rosout,1.17.0-39-gf8560543d-2026.09.05.07.36,https://github.com/ros-o/ros_comm/tree/obese-devel,success,rosout_1.17.0-39-gf8560543d-2026.09.05.07.36-bloom_generate.log,ros-one-rosout_1.17.0-39-gf8560543d-2026.09.05.07.36_amd64-2026-09-05T07:36:51Z.build,ros-one-rosout_1.17.0-39-gf8560543d-2026.09.05.07.36_amd64.deb,ros-one-rosout_1.17.0-39-gf8560543d-2026.09.05.07.36_amd64.files
message_filters,1.17.0-39-gf8560543d-2026.09.05.07.38,https://github.com/ros-o/ros_comm/tree/obese-devel,success,message_filters_1.17.0-39-gf8560543d-2026.09.05.07.38-bloom_generate.log,ros-one-message-filters_1.17.0-39-gf8560543d-2026.09.05.07.38_amd64-2026-09-05T07:38:22Z.build,ros-one-message-filters_1.17.0-39-gf8560543d-2026.09.05.07.38_amd64.deb,ros-one-message-filters_1.17.0-39-gf8560543d-2026.09.05.07.38_amd64.files
rosbag_storage,1.17.0-39-gf8560543d-2026.09.05.07.40,https://github.com/ros-o/ros_comm/tree/obese-devel,success,rosbag_storage_1.17.0-39-gf8560543d-2026.09.05.07.40-bloom_generate.log,ros-one-rosbag-storage_1.17.0-39-gf8560543d-2026.09.05.07.40_amd64-2026-09-05T07:40:02Z.build,ros-one-rosbag-storage_1.17.0-39-gf8560543d-2026.09.05.07.40_amd64.deb,ros-one-rosbag-storage_1.17.0-39-gf8560543d-2026.09.05.07.40_amd64.files
